买方客户,得分
999800046757CF,31.8
999800021684SR,60
999800032242SR,42
999800040218SR,60
999800016358SR,60
999800029998SR,36
999800035486CF,36
999800012980SR,60
999800040274CF,41.7231
999800003233SR,42
999800014749SR,0
999800023686CF,43.8
999800041400CF,24
999800035310CF,39.6
999800005669SR,60
999800038011CF,55.8
999800048688SR,36
999800013444CF,48
999800048475CF,31.8
999800038020CF,43.8
999800025040CF,55.8
999800016507SR,60
999800032231SR,36
999800009491SR,42
999800036105CF,31.8
999800017981SR,54
999800013111SR,42
999800028148SR,36
999800048419CF,55.8
999800029726CF,36
999800006425CF,31.8
999800028562CF,31.8
999800037250CF,31.8
999800006211SR,60
999800042177CF,43.8
999800009219CF,31.8
999800011771CF,36
999800027716SR,36
999800019706SR,60
999800007740CF,40.2
999800045537CF,42.936
999800016367CF,31.8
999800020524SR,42
999800023766CF,45.72
999800016851CF,31.8
999800034792CF,12
999800003492SR,18
999800008209CF,52.2
999800040380CF,43.8
999800048966CF,48
999800023795SR,36
999800047381SR,54
999800027356CF,19.8
999800044487CF,24
999800034245CF,39.6
999800032316SR,60
999800003258CF,52.2
999800023509CF,43.8
999800048036CF,48
999800041468SR,36
999800012716SR,36
999800045058CF,55.8
999800039860SR,42
999800030822SR,60
999800015069SR,36
999800019445CF,31.8
999800004536SR,18
999800046915CF,31.8
999800001781SR,60
999800022867CF,39.9818
999800020516SR,36
999800020159CF,52.2
999800028979SR,24
999800011830CF,36
999800035952SR,54
999800002261CF,36
999800035293CF,55.8
999800008600CF,19.8
999800000297CF,55.8
999800041570CF,31.8
999800023373CF,31.8
999800032684SR,36
999800005757CF,43.8
999800013542CF,31.8
999800009024SR,48
999800004205CF,19.8
999800009534SR,42
999800021260SR,36
999800038003CF,27.6
999800006690SR,54
999800040106CF,60
999800047137SR,42
999800017732CF,52.2
999800038024SR,36
999800016781CF,43.2
999800042578CF,43.8
999800023262CF,53.1391
999800040234CF,52.2
999800020754SR,48
999800029850CF,36
999800034911CF,39.6
999800013609SR,36
999800010664CF,43.8
999800010023CF,27.6
999800046350CF,43.8
999800048760CF,19.8
999800020936SR,36
999800019020CF,43.8
999800034446SR,60
999800017055SR,60
999800042272SR,0
999800032371CF,19.8
999800004537CF,43.8
999800021162SR,36
999800019516CF,31.8
999800033688CF,39.6
999800045253SR,60
999800020979SR,36
999800039060CF,37.2
999800034249SR,54
999800033107SR,60
999800047132CF,19.8
999800021861CF,19.8
999800044130CF,39.6
999800048106SR,30
999800011904CF,36
999800045275CF,39.6
999800008156CF,43.8
999800041962CF,19.8
999800022660CF,31.8
999800020454CF,31.8
999800039464CF,19.8
999800007600SR,60
999800003158CF,55.8
999800032464CF,19.8
999800035860CF,48
999800000046SR,42
999800008629CF,43.6465
999800004703CF,27.6
999800010558SR,24
999800045970CF,27.6
999800010652CF,43.8
999800020328SR,24
999800037268CF,16.2
999800003228CF,48
999800041322CF,60
999800024274CF,43.8
999800009235CF,31.8
999800040711CF,38.7127
999800024693CF,55.8
999800036642SR,42
999800022920SR,60
999800013745CF,25.8462
999800018017SR,18
999800044039CF,51.1733
999800035852CF,39.6
999800006294CF,48
999800030799CF,43.8
999800016632SR,36
999800037585CF,40.2
999800034099CF,31.8
999800031270CF,19.8
999800020459CF,31.8
999800014549CF,36
999800029973CF,27.6
999800020881SR,60
999800020824CF,36
999800025532SR,60
999800008550CF,40.3875
999800049024CF,55.8
999800024105SR,54
999800000296SR,24
999800027628SR,60
999800010973CF,24
999800001103CF,31.8
999800043930CF,48
999800009425CF,40.2
999800038454CF,39.6
999800024783CF,31.8
999800003310SR,60
999800028549CF,48
999800033814CF,55.8
999800045944CF,31.8
999800024886SR,54
999800018167CF,31.8
999800034244SR,24
999800005907CF,36
999800023058CF,52.2
999800033562SR,30
999800020709CF,19.8
999800020169SR,24
999800018781CF,43.8
999800035956CF,31.8
999800013418SR,24
999800006063SR,60
999800046084CF,19.8
999800016366CF,28.2
999800038804CF,36
999800020815SR,36
999800007953CF,55.8
999800001511SR,36
999800046918CF,19.8
999800033061CF,36
999800001101CF,48
999800008767SR,18
999800047823CF,31.8
999800002411CF,48
999800039591SR,42
999800025757CF,43.8
999800017204SR,51.0826
999800015643CF,43.8
999800033529CF,48
999800015991CF,19.8
999800012731CF,27.6
999800040298CF,39.6
999800027211CF,60
999800019607CF,40.2
999800023672SR,24
999800034713CF,43.8
999800030646CF,43.8
999800048660SR,36
999800029860CF,39.6
999800031352SR,60
999800038441CF,43.8
999800037101CF,31.8
999800020941SR,18
999800008062CF,24
999800043354SR,24
999800000657SR,24
999800035590CF,19.8
999800008609CF,48
999800040916CF,31.8
999800012042CF,60
999800008331SR,60
999800027623SR,36
999800000039CF,39.6
999800005318CF,43.8
999800042702CF,31.8
999800026768CF,52.2
999800025382SR,60
999800008080CF,27.6
999800038712SR,42
999800042911CF,43.8
999800046044CF,43.8
999800030806CF,39.6
999800023442CF,24
999800044367CF,48
999800001086SR,36
999800032557CF,39.6
999800016264CF,40.2
999800016147CF,36
999800005580SR,36
999800043299CF,39.6
999800003271CF,40.2
999800023981CF,24
999800029039CF,43.4824
999800015116CF,40.2
999800015135SR,42
999800036395SR,42
999800028592CF,48
999800022540CF,55.8
999800027253SR,36
999800012714CF,43.8
999800048921CF,36
999800005897CF,36
999800016795CF,39.6
999800003853CF,31.8
999800042195SR,42
999800040241CF,19.8
999800001051SR,54
999800040828CF,39.6
999800020720CF,39.6
999800016423SR,36
999800014941SR,54
999800027026CF,24
999800030767SR,60
999800037091SR,48
999800044872CF,39.6
999800021125SR,42
999800008894CF,19.8
999800037425SR,36
999800003790CF,35.16
999800015031CF,31.8
999800031850SR,60
999800028753CF,43.8
999800027321CF,52.2
999800022487CF,55.8
999800032035CF,45.0465
999800010385SR,36
999800038074CF,31.8
999800001155CF,31.8
999800048586SR,24
999800041535CF,55.8
999800045842CF,55.8
999800047486CF,55.8
999800007243CF,52.2
999800032492CF,31.8
999800016336SR,36
999800005339CF,36
999800023505CF,36
999800041929CF,27.6
999800046050CF,36
999800000714CF,40.2
999800041834SR,0
999800024578CF,36.9412
999800043851CF,43.8
999800043422SR,60
999800043534CF,31.8
999800035138CF,36
999800012076SR,42
999800013424CF,43.8
999800029234CF,46.0235
999800021379CF,39.6
999800021309CF,55.8
999800032881SR,42
999800028081CF,31.0588
999800023891SR,36
999800045742CF,55.8
999800033324SR,42
999800026749CF,19.8
999800020510CF,39.6
999800027438CF,43.8
999800007973CF,55.8
999800004596SR,54
999800000280CF,39.6
999800044685CF,27.6
999800015228CF,27.6
999800043434SR,42
999800023945CF,55.8
999800034882SR,30
999800018381CF,31.8
999800013280CF,48
999800013099CF,43.8
999800015670SR,24
999800002323CF,55.8
999800046122SR,48
999800012020CF,43.1
999800045437CF,48
999800011533SR,60
999800043313SR,48
999800033974CF,54.04
999800033510CF,31.8
999800004293SR,60
999800017447SR,24
999800007586SR,36
999800019003CF,31.8
999800014044SR,60
999800027568CF,43.8
999800019483CF,31.8
999800009106CF,31.8
999800040660CF,55.8
999800036669CF,55.8
999800019711CF,55.8
999800018290CF,31.8
999800044958CF,19.8
999800043952CF,36
999800046862SR,0
999800034342SR,24
999800015599CF,19.8
999800007327SR,42
999800014736SR,60
999800024894CF,36
999800039762SR,60
999800037162CF,43.8
999800033656CF,43.8
999800020130CF,48
999800008832SR,60
999800041541SR,60
999800001825SR,42
999800042736CF,36
999800015634CF,43.8
999800042057CF,48
999800014463CF,48
999800002835CF,19.8
999800008262CF,43.8
999800040701SR,36
999800037656SR,60
999800030809CF,19.8
999800029658CF,39.6
999800012522CF,36
999800004158CF,39.6
999800020706CF,52.2
999800015640CF,36
999800023372CF,39.6
999800009447CF,36
999800029359CF,31.8
999800042941CF,43.8
999800047103CF,43.8
999800030611SR,36
999800043971SR,36
999800010606CF,27.6
999800036744CF,55.8
999800008897CF,52.2
999800000431CF,43.8
999800046268SR,60
999800043369CF,48
999800017496SR,36
999800024723CF,43.8
999800000053CF,48
999800014903SR,48
999800001524CF,31.8
999800027622CF,43.8
999800025836CF,43.8
999800001267CF,19.8
999800005963SR,60
999800046545CF,37.0371
999800042244CF,19.8
999800033766CF,19.8
999800007620SR,60
999800022795SR,42
999800040085SR,48
999800010648SR,36
999800040384SR,36
999800041414CF,31.8
999800040140CF,43.8
999800029459SR,30
999800020069SR,48
999800041656CF,36
999800043090SR,60
999800000502CF,19.8
999800049193SR,0
999800039941SR,18
999800021658CF,19.8
999800038060CF,36
999800016585CF,48
999800015984CF,48
999800041776CF,52.2
999800036191SR,18
999800035467CF,37.2
999800044082SR,24
999800044263SR,30
999800024574SR,36
999800042970SR,54
999800041462CF,43.8
999800020174CF,52.2
999800004248SR,36
999800030833CF,19.8
999800029574SR,36
999800023518CF,46.5438
999800047849CF,43.8
999800022516SR,60
999800023501CF,53.3486
999800021681SR,60
999800034835SR,24
999800027407SR,36
999800004115CF,43.8
999800040768SR,36
999800011628SR,30
999800004512CF,48
999800032491CF,19.8
999800047840CF,31.8
999800002313SR,24
999800013335SR,36
999800038324SR,54
999800028731CF,16.2
999800023017CF,36
999800041083CF,39.6
999800025951SR,48
999800030369CF,43.8
999800037196CF,31.8
999800031309SR,36
999800043647CF,39.6
999800005066CF,19.8
999800043591CF,31.8
999800036658CF,43.8
999800009618SR,42
999800006022CF,39.6
999800000371SR,54
999800032564SR,18
999800031791SR,42
999800048116CF,36
999800006804SR,24
999800041829SR,60
999800009105CF,39.6
999800023666SR,36
999800028816CF,36
999800034606CF,40.2
999800042019SR,36
999800008958SR,54
999800024302CF,55.8
999800001326CF,31.8
999800009809CF,60
999800043392CF,55.8
999800018308SR,42
999800028796CF,43.8
999800034949SR,18
999800025554SR,36
999800049965CF,0
999800001587CF,31.8
999800023164CF,43.8
999800034087CF,39.6
999800000635CF,27.6
999800023444CF,55.8
999800037669SR,60
999800033160CF,36
999800017400CF,19.8
999800028271SR,36
999800024593CF,31.8
999800005023CF,24
999800005875SR,42
999800034416CF,39.6
999800012688CF,43.8
999800047193SR,60
999800017825CF,60
999800002974CF,28.2
999800035402SR,60
999800004138CF,19.8
999800002789CF,31.8
999800043584SR,42
999800022751SR,36
999800016311SR,54
999800004951CF,19.8
999800045841CF,19.8
999800047644CF,39.6
999800043648CF,19.8
999800034591CF,35.9323
999800003975CF,19.8
999800003100CF,48
999800036956CF,24
999800028479CF,19.8
999800015619SR,48
999800016839CF,19.8
999800039864CF,36
999800000487SR,60
999800045963SR,54
999800019336CF,36
999800039026CF,24
999800017966CF,52.2
999800028661SR,36
999800007238CF,19.8
999800011453SR,60
999800002175SR,36
999800003648CF,55.8
999800019071SR,60
999800022817CF,39.6
999800031530CF,29.3333
999800046702SR,36
999800024039CF,36
999800010746CF,24
999800049240CF,0
999800002702CF,52.2
999800033187CF,31.8
999800013582SR,36
999800032799CF,43.8
999800043272CF,19.8
999800012216CF,48
999800038638CF,27.6
999800032750CF,39.6
999800045028CF,31.8
999800000237CF,40.4531
999800046805SR,48
999800015630SR,60
999800026420CF,36
999800003001CF,31.8
999800031449CF,36
999800036071SR,60
999800008563CF,48
999800013145CF,31.8
999800025854SR,36
999800024982SR,42
999800030733CF,19.8
999800020155SR,60
999800034642SR,60
999800037283SR,60
999800010477SR,54
999800026355CF,31.8
999800046045SR,36
999800038188SR,36
999800014684SR,60
999800006477CF,31.8
999800047328CF,40.2
999800019924SR,42
999800007412CF,48
999800004685CF,43.8
999800030744SR,36
999800035936CF,19.8
999800047998CF,55.8
999800039578CF,19.8
999800039093CF,24
999800030431CF,55.8
999800030699CF,19.8
999800027556SR,36
999800011316CF,55.8
999800004776SR,48
999800021628CF,41.28
999800033484SR,60
999800042281CF,36
999800041229SR,36
999800016068CF,55.8
999800003232SR,36
999800004060SR,36
999800000074SR,24
999800038754CF,40.2
999800004620CF,40.4625
999800004125CF,55.1684
999800001837CF,55.8
999800028695SR,36
999800034826CF,27.6
999800031375CF,43.8
999800042927CF,31.8
999800008159SR,36
999800010895CF,27.9
999800044332CF,43.8
999800045567SR,24
999800014505SR,30
999800041341CF,55.8
999800024836CF,19.8
999800005382CF,36
999800024558SR,60
999800021070CF,36
999800022975CF,19.8
999800016940SR,60
999800027557CF,55.8
999800022068SR,36
999800048967CF,55.8
999800035743SR,42
999800028708CF,19.8
999800030942CF,19.8
999800033774SR,35.3793
999800019675SR,48
999800015704SR,36
999800046375CF,55.8
999800047061CF,19.8
999800005979CF,39.6
999800047405CF,52.2
999800029398SR,36
999800033184CF,55.8
999800032756SR,42
999800045428CF,55.8
999800041215SR,24
999800042173SR,54
999800041164CF,43.8
999800004097CF,41.3429
999800012998CF,36
999800041694CF,36
999800030458SR,24
999800022341CF,52.2
999800006271SR,60
999800039267CF,31.6297
999800009752SR,42
999800007887CF,55.8
999800013933CF,31.8
999800038984CF,40.2
999800001532CF,31.8
999800002759CF,55.8
999800008734CF,41.3294
999800040813SR,54
999800004382CF,31.8
999800035503CF,55.8
999800031328SR,42
999800024979CF,43.8
999800011620CF,55.8
999800011095CF,19.8
999800044836CF,36
999800036190SR,60
999800024509CF,52.2
999800048606SR,60
999800042315SR,24
999800006199SR,60
999800021949SR,36
999800023511SR,60
999800024645SR,60
999800045569SR,36
999800045472CF,43.8
999800036994CF,36
999800030679CF,36
999800024222CF,55.8
999800025187CF,32.6104
999800039834SR,36
999800007390SR,60
999800037393SR,24
999800004970CF,40.2
999800003862SR,60
999800026898CF,48
999800017823CF,52.2
999800002206CF,19.8
999800000804CF,31.8
999800034583CF,24
999800009356CF,31.8
999800021586CF,31.8
999800017819CF,31.8
999800030599SR,48
999800020788CF,48
999800019936SR,60
999800029834CF,55.8
999800025468CF,36
999800036254CF,36
999800040204CF,19.8
999800026495SR,36
999800012053CF,31.8
999800025767CF,43.8
999800015953SR,18
999800015106CF,43.8
999800030491CF,48
999800026051CF,31.8
999800025726CF,31.8
999800036621CF,31.8
999800042528SR,30
999800027174CF,55.8
999800001958CF,36
999800034155SR,60
999800048726CF,55.8
999800000587SR,36
999800014413SR,60
999800044178CF,31.8
999800008571CF,31.8
999800017211CF,27.6
999800001284SR,60
999800001496CF,43.8
999800035487SR,36
999800014467CF,19.8
999800020111SR,42
999800013357CF,43.8
999800027558CF,39.6
999800024528CF,39.6
999800034552SR,60
999800036453CF,24
999800041205SR,42
999800017235CF,40.0375
999800009537CF,27.6
999800020723SR,24
999800046210CF,36
999800039697SR,24
999800020967CF,55.8
999800037771CF,48
999800047311CF,43.8
999800025524SR,60
999800013752CF,19.8
999800000761CF,31.8
999800049212SR,0
999800009607CF,31.8
999800008751SR,60
999800046432SR,60
999800034895CF,52.2
999800047476SR,42
999800022264CF,19.8
999800034861SR,36
999800044975SR,42
999800016792CF,39.6
999800021436CF,31.8
999800026173SR,60
999800023097CF,40.2
999800023116SR,36
999800022345CF,27.6
999800026122CF,31.8
999800016244SR,24
999800039077CF,21.375
999800042860SR,36
999800010126SR,24
999800016555SR,48
999800013448CF,19.8
999800002971CF,41.2778
999800022243SR,36
999800008881CF,43.8
999800002418CF,36
999800004321CF,19.8
999800007350SR,36
999800011173CF,48
999800048315CF,55.8
999800040239CF,19.8
999800038316CF,27.6
999800019247CF,36
999800033205SR,42
999800033817CF,24
999800019872CF,43.8
999800038826CF,19.8
999800034419SR,48
999800016687CF,19.8
999800025320CF,31.8
999800013671SR,60
999800011035CF,36
999800000562SR,36
999800048674CF,43.8
999800027484CF,31.8
999800028992SR,60
999800026951CF,52.2
999800044321SR,60
999800002620CF,40.2
999800004977CF,48
999800020575SR,36
999800008253CF,39.6
999800000504SR,36
999800040125CF,28.2
999800001495CF,55.8
999800039291CF,31.8
999800013156SR,36
999800047673CF,43.8
999800015857SR,36
999800045942CF,43.8
999800023480SR,36
999800007535SR,36
999800027756CF,39.6
999800042620CF,19.8
999800046300CF,55.8
999800017340CF,40.2
999800045499SR,36
999800019889SR,42
999800039042SR,60
999800016803CF,43.8
999800012134CF,55.8
999800030523CF,43.8
999800024892CF,31.8
999800007351SR,18
999800001288SR,36
999800043380CF,42.0937
999800043705SR,60
999800039165SR,18
999800018332CF,31.8
999800001316SR,36
999800048168CF,31.8
999800042385CF,31.8
999800017928CF,22.9015
999800001570CF,43.8
999800014928SR,60
999800033570SR,36
999800013774CF,31.8
999800031788CF,36
999800001599CF,39.6
999800035746SR,42
999800039232CF,19.8
999800013805CF,40.2
999800019374CF,39.6
999800013093SR,42
999800034240CF,19.8
999800046625CF,31.8
999800015534CF,39.6
999800047156SR,42
999800011234SR,30
999800021423CF,55.8
999800041813CF,48
999800039265CF,55.8
999800038608SR,18
999800018405CF,40.2
999800034558CF,55.8
999800032944SR,54
999800006519CF,12
999800041000CF,43.8
999800014306SR,36
999800045443SR,60
999800024648CF,19.8
999800045744SR,18
999800002557CF,39.6
999800041037SR,36
999800017077CF,40.2
999800036945CF,52.2
999800010764CF,31.8
999800040944SR,60
999800006338SR,42
999800046027CF,43.8
999800021890SR,54
999800031312CF,43.8
999800048555CF,55.8
999800046551SR,60
999800006936CF,55.8
999800021916CF,31.8
999800044241CF,31.8
999800040500SR,60
999800039613CF,36
999800042441CF,29.1857
999800036409CF,19.8
999800047051CF,55.8
999800005475CF,55.8
999800021942CF,36
999800005271CF,19.8
999800028252CF,27.6
999800016457SR,36
999800021944CF,19.8
999800035002CF,19.573
999800006383SR,36
999800028303CF,43.8
999800020478CF,43.8
999800024003SR,60
999800015804CF,48
999800020145CF,43.8
999800001328SR,60
999800005495CF,39.6
999800031886CF,48
999800040515CF,39.6
999800005758CF,55.8
999800012955CF,36
999800026209CF,39.6
999800047501CF,19.8
999800027125CF,43.2429
999800042757CF,27.6
999800030112SR,36
999800026356CF,27.6
999800001965SR,60
999800017439SR,36
999800009278SR,42
999800048893SR,54
999800017479CF,55.8
999800044356SR,48
999800019170SR,18
999800005291CF,24
999800046939SR,42
999800047955CF,43.8
999800029635CF,19.8
999800037551SR,42
999800014339SR,48
999800006870CF,27.6
999800002488SR,42
999800029392CF,48
999800019890CF,31.8
999800007118CF,19.8
999800011784SR,60
999800017779SR,42
999800011731CF,48
999800000688CF,19.8
999800042055CF,31.8
999800010925SR,60
999800005165CF,31.8
999800038265CF,19.8
999800025492CF,48
999800031265CF,19.8
999800048115CF,31.8
999800008843CF,43.8
999800007043CF,31.8
999800022207CF,43.8
999800049098CF,35.7273
999800024040SR,24
999800016147SR,60
999800038470CF,39.0667
999800019808CF,43.8
999800018910CF,19.8
999800017213CF,40.2
999800022135CF,19.8
999800009301SR,60
999800047431CF,19.8
999800027126SR,60
999800033336SR,36
999800012010CF,48
999800029085SR,30
999800016088SR,60
999800043387CF,52.2
999800010062CF,39.6
999800016349SR,60
999800040438CF,55.8
999800014001CF,48
999800024964CF,43.8
999800047278SR,36
999800021378CF,54.5
999800017106SR,42
999800009141CF,31.8
999800033279SR,60
999800010443SR,42
999800013896CF,55.8
999800005962CF,19.8
999800008081CF,43.8
999800040153CF,36
999800037709SR,60
999800047096SR,48
999800017144CF,43.8
999800015273CF,31.8
999800017460SR,54
999800021484SR,42
999800027931CF,39.6
999800007913SR,54
999800000625CF,31.8
999800048414CF,19.8
999800020951SR,36
